category,n,mean_shap,median_shap,mean_abs_shap,direction
817.0,3,0.07062185540482664,0.09577244654434064,0.07062185540482664,higher_exit_risk
155.0,5,0.06865753938554656,0.0841736070913979,0.07637707545158239,higher_exit_risk
321.0,54,0.06817690616522605,0.055299531019308595,0.06817690616522605,higher_exit_risk
251.0,5,0.0681681515521648,0.05094770481287206,0.0681681515521648,higher_exit_risk
154.0,19,0.06812724873515448,0.06209131005833175,0.06812724873515448,higher_exit_risk
826.0,21,0.06661112099684312,0.05181066426245846,0.06661112099684312,higher_exit_risk
156.0,50,0.06660845197219763,0.056552944471602085,0.0674908599277541,higher_exit_risk
522.0,10,0.0650403161277893,0.05833936662931345,0.06504031612778931,higher_exit_risk
271.0,84,0.06473587137597281,0.05979178677139711,0.0647358713759728,higher_exit_risk
930.0,59,0.06436937344003406,0.0598958229242935,0.06961059185329839,higher_exit_risk
23.0,50,0.06346686520605639,0.0886716971876459,0.06556909879589315,higher_exit_risk
741.0,3,0.0634104543466183,0.08126744254661522,0.0634104543466183,higher_exit_risk
133.0,10,0.060139199298604194,0.07420129668801834,0.062037571038629044,higher_exit_risk
828.0,7,0.05957350325187895,0.08768737328580245,0.06041228267492142,higher_exit_risk
521.0,18,0.05690448570668828,0.04039386919194158,0.05690448570668828,higher_exit_risk
141.0,4,0.05600870603462335,0.055760046696076704,0.056008706034623344,higher_exit_risk
822.0,13,0.05540781283944886,0.08025003192701369,0.07038784332569534,higher_exit_risk
165.0,17,0.054335631378327226,0.08049894948538924,0.06569072905732204,higher_exit_risk
183.0,23,0.054292747360198075,0.046960075570113134,0.05429274736019808,higher_exit_risk
832.0,28,0.05403082017920074,0.040781402085807814,0.05589265039018182,higher_exit_risk
263.0,12,0.053367347350163456,0.07595531492392252,0.054031986552104894,higher_exit_risk
942.0,31,0.053017756352878774,0.07455124406965011,0.06097662812140554,higher_exit_risk
291.0,6,0.05255995547853524,0.06610904858714488,0.05255995547853524,higher_exit_risk
823.0,15,0.050252960091711096,0.0209228816800146,0.050252960091711096,higher_exit_risk
421.0,139,0.05017665696082861,0.03868537543067806,0.05206919238472189,higher_exit_risk
281.0,3,0.0497105855266296,0.06583218478605632,0.06514952461806574,higher_exit_risk
444.0,19,0.04662115100318196,0.0650742288131703,0.055096378242179854,higher_exit_risk
512.0,137,0.046153288734584505,0.041347941435289685,0.04739629601333029,higher_exit_risk
731.0,43,0.04329682654428935,0.023060171211078336,0.04341514316032577,higher_exit_risk
411.0,202,0.0431181759758597,0.03273387099627707,0.04311817597585969,higher_exit_risk
144.0,13,0.04301726660423065,0.042128561401422265,0.04301726660423065,higher_exit_risk
212.0,4,0.04189978630023331,0.04239710383969707,0.04456333557242639,higher_exit_risk
292.0,33,0.04152581043048097,0.022810379990134775,0.04188051300088448,higher_exit_risk
813.0,5,0.041492357667166246,0.015935496330078156,0.041492357667166246,higher_exit_risk
172.0,22,0.041482792362692006,0.07658313404089734,0.0637965686042219,higher_exit_risk
